id,framework,language,link,description,popularity,dateAdded,images
179,MEAN,Javascript,http://meanjs.org/,"MEAN.JS is a full-stack JavaScript solution that helps you build fast, robust, and maintainable production web applications using MongoDB, Express, AngularJS, and Node.js.",1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
180,Ample,Javascript,http://www.amplesdk.com/,Ample SDK is entirely written in JavaScript and thus it does not require any specific components installed in the browser to operate properly. It doesn't modify the browser infrastructure but rather fills in the missing functionality.,1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
181,Flatiron,Javascript,http://flatironjs.org/,Flatiron is an adaptable framework for building modern web applications. It was built from the ground up for use with JavaScript and Node.js.,1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
182,P,Javascript,https://www.npmjs.com/package/p-framework,"The P Framework is a real time web framework written in Node.js. It utilizes modern HTML5 technology, including WebSockets to provide a fast, sleek web app experience.",1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
183,ScaleApp,Javascript,http://scaleapp.org/,ScaleApp is a tiny JavaScript framework for scalable and maintainable One-Page-Applications / Single-Page-Applications. The framework allows you to easily create complex web applications.,1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
185,RightJS,Javascript,http://rightjs.org/,"RightJS is a modular JavaScript framework. It has a very skiny (15k gzipped) core that has all the standard features, like dom-manipulation, animation, forms, cookies, events handling and so on.",1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
186,Ripple.JS,Javascript,http://ripplejs.github.io/,"A tiny foundation for creating reactive components with interpolation, data-binding, and plugins. It's simple, flexible and easy to extend.",1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
187,Sails.JS,Javascript,http://sailsjs.org/,"Sails makes it easy to build custom, enterprise-grade Node.js apps. It is designed to emulate the familiar MVC pattern of frameworks like Ruby on Rails, but with support for the requirements of modern apps: data-driven APIs with a scalable, service-oriented architecture.",1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
188,Midori,Javascript,http://www.midorijs.com/,Midori is an ultra-lightweight JavaScript framework that gets the job done without getting in your way.,1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
189,Stapes.JS,Javascript,https://hay.github.io/stapes/,"Stapes.js is designed to be agnostic about your setup and style of coding. Like to code using models, views and controllers? Or just with modules? Use jQuery? Zepto? React? Rivets? Whatever you fancy, Stapes gives you the necessary building blocks to build a kick-ass app.",1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
190,Dojo Toolkit,Javascript,https://dojotoolkit.org/,"A JavaScript toolkit that saves you time and scales with your development process. Provides everything you need to build a Web app. Language utilities, UI components, and more, all in one place, designed to work together perfectly.",1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
191,MochiKit,Javascript,https://mochi.github.io/mochikit/,"MochiKit is a highly documented and well tested, suite of JavaScript libraries that will help you get shit done, fast. We took all the good ideas we could find from our Python, Objective-C, etc. experience and adapted it to the crazy world of JavaScript.",1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
192,Kendo UI,Javascript,http://www.telerik.com/kendo-ui,"Fast, light, complete: 70+ jQuery-based UI widgets in one powerful toolset. AngularJS integration, Bootstrap support, mobile controls, offline data solution. ",1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
193,NuclearJS,Javascript,https://optimizely.github.io/nuclear-js/,Reactive Flux built with ImmutableJS data structures.,1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
194,Ampersand.JS,Javascript,http://ampersandjs.com/,"A highly modular, loosely coupled, non-frameworky framework for building advanced JavaScript apps.",1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
195,DozerJS,Javascript,http://dozerjs.com/,"It's not a framework, not a toolkit, rather Dozer aims to be a malleable and unopinionated foundation for developing RESTful API's and web services to support front-end development.",1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
196,Noder.IO,Javascript,http://noder.io/,"Noder.io provides a lightweight and flexible core to create a scalable API of a lib, a module, an application or a framework. Noder.io is inspired (among others) by Angular and Pimple.",1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
197,Abaaso,Javascript,http://abaaso.com/,"Abaaso is a modern, lightweight Enterprise class RESTful JavaScript application framework",1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
198,Heisenberg.JS,Javascript,http://heisenbergjs.github.io/heisenberg/,"Not a framework, but a base project to help you structure your JavaScript code and files.",1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
199,Rivets.JS,Javascript,http://rivetsjs.com/,Lightweight and powerful data binding + templating solution for building modern web applications.,1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
200,UIZE,Javascript,http://www.uize.com/,"OOP JavaScript framework for browsers, NodeJS, and other JavaScripty places",1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
201,Radian,Javascript,http://openbrainsrc.github.io/Radian/,Radian is an open source JavaScript library that makes it easy to embed plots in HTML documents. It is being developed as part of OpenBrain?s BayesHive project.,1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
202,Geddy,Javascript,http://geddyjs.org/,"A simple, structured web framework for Node",1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
203,Locomotive,Javascript,http://locomotivejs.org/,"Locomotive supports MVC patterns, RESTful routes, and convention over configuration, while integrating seamlessly with any database and template engine.",1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
204,MontageJS,Javascript,http://montagestudio.com/montagejs/,"MontageJS is a modern frontend HTML5 framework that supports creating single-page applications?fast. MontageJS uses time-tested design patterns and software principles, allowing you to easily create a modular architecture for your projects and deliver a high-quality user experience.",1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
205,Serenade.JS,Javascript,http://serenadejs.org/,Serenade.js is a client side framework built on the MVC pattern. It makes it simple to create rich client side applications by freeing you from having to keep the DOM up to date with your data through powerful data bindings.,1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
206,Prototype,Javascript,http://prototypejs.org/,"Prototype takes the complexity out of client-side web programming. Built to solve real-world problems, it adds useful extensions to the browser scripting environment and provides elegant APIs around the clumsy interfaces of Ajax and the Document Object Model.",1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
207,Pyjs,Javascript,http://pyjs.org/,pyjs is a Rich Internet Application (RIA) Development Platform for both Web and Desktop. With pyjs you can write your JavaScript-powered web applications entirely in Python.,1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
208,Rico,Javascript,http://openrico.sourceforge.net/examples/index.html,"Rico is an open source JavaScript framework used to create rich, highly interactive web applications. Rico is based on the Prototype Javascript Framework and is released under the Apache License.",1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
209,Spry,Javascript,https://github.com/adobe/Spry,Spry is a JavaScript-based framework that enables the rapid development of Ajax-powered web pages.,1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
210,TerrificJS,Javascript,http://terrifically.org/api/,"TerrificJS uses Naming Conventions to prevent you from doing tedious work over and over again. Of course you don't have to follow these Conventions, but it will really saves you a lot of time.",1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
211,Atoms.JS,Javascript,http://atoms.azurewebsites.net/docs/index.html,"Atoms.js, Model and Controller remains on server side, Interactive View is at client side, and interactive view communicates with server with JavaScript Promises (One Liner AJAX). Atoms.js is built using Component Object Modeling which expose properties for model, and commands for manipulating them.",1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
212,Django,Python,https://www.djangoproject.com/,"Django is a high-level Python Web framework that encourages rapid development and clean, pragmatic design. Built by experienced developers, it takes care of much of the hassle of Web development, so you can focus on writing your app without needing to reinvent the wheel. It?s free and open source.",1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
213,Pyramid,Python,http://www.pylonsproject.org/,"The Pylons Project was founded by the people behind the Pylons web framework to develop web application framework technology in Python. Rather than focusing on a single web framework, the Pylons Project will develop a collection of related technologies. The first package is the Pyramid web framework.",1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
214,Bottle,Python,http://bottlepy.org/docs/dev/index.html,"Bottle is a fast, simple and lightweight?WSGI?micro web-framework for?Python. It is distributed as a single file module and has no dependencies other than the?Python Standard Library.",1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
215,Flask,Python,http://flask.pocoo.org/,"Flask is a microframework for Python based on Werkzeug, Jinja 2 and good intentions. And before you ask: It's?BSD licensed!",1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
216,Aiohttp,Python,https://pypi.python.org/pypi/aiohttp,HTTP client/server for?asyncio,1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
217,Falcon,Python,http://falconframework.org/,"The Falcon web framework encourages the REST architectural style, meaning (among other things) that you think in terms of resources and state transitions, which map to HTTP verbs.",1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
218,Muffin,Python,https://github.com/klen/muffin,"Muffin is a fast, simple and asyncronous web-framework for Python 3",1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
219,Wheezy Web,Python,https://pythonhosted.org/wheezy.web/,"wheezy.web?is a lightweight,?high performance, high concurrency?WSGI?web framework with the key features to?build modern, efficient web",1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
220,Tornado,Python,http://www.tornadoweb.org/en/stable/,"Tornado?is a Python web framework and asynchronous networking library, originally developed atFriendFeed. By using non-blocking network I/O, Tornado can scale to tens of thousands of open connections, making it ideal for?long polling,?WebSockets, and other applications that require a long-lived connection to each user.",1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
221,Bobo,Python,https://bobo.readthedocs.org/en/latest/,Bobo is a light-weight framework for creating?WSGI?web applications. Its goal is to be easy to learn and remember.,1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
222,CherryPy,Python,http://www.cherrypy.org/,CherryPy allows developers to build web applications in much the same way they would build any other object-oriented Python program. This results in smaller source code developed in less time.,1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
223,Cyclone,Python,http://cyclone.io/,Cyclone?is a web server framework for Python that implements the Tornado API as a Twisted protocol.,1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
224,Itty.py,Python,https://github.com/toastdriven/itty,"itty.py?is a little experiment, an attempt at a?Sinatra?influenced micro-framework that does just enough to be useful and nothing more",1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
225,Klein,Python,http://klein.readthedocs.org/en/latest/,"Klein is a micro-framework for developing production-ready web services with Python. It?s built on widely used and well tested components like Werkzeug and Twisted, and has near-complete test coverage.",1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
226,Morepath,Python,http://morepath.readthedocs.org/en/latest/,"Morepath is a Python WSGI microframework. It uses routing, but the routing is to models. Morepath is model-driven and?flexible, which makes it?expressive.",1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
227,ObjectWeb,Python,https://github.com/aisola/ObjectWeb,"ObjectWeb is a fast, minimalist, pure-Python web framework that relies on no third party libraries. It is designed around using Python as it was originally intended to be used: as an Object Oriented Programming language. ObjectWeb supports the CGI and WSGI standards and has a built-in development server.",1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
228,Pecan,Python,http://www.pecanpy.org/,"Welcome to Pecan, a lean Python web framework inspired by CherryPy, TurboGears, and Pylons. Pecan was originally created by the developers of ShootQ while working at Pictage.",1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
229,web.py,Python,http://webpy.org/,web.py?is a web framework for Python that is as simple as it is powerful. web.py is in the public domain; you can use it for whatever purpose with absolutely no restrictions.,1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
230,ASP.NET MVC,.NET,http://www.asp.net/mvc,"ASP.NET MVC gives you a powerful, patterns-based way to build dynamic websites that enables a clean separation of concerns and that gives you full control over markup for enjoyable, agile development. ASP.NET MVC includes many features that enable fast, TDD-friendly development for creating sophisticated applications that use the latest web standards.",1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
231,ASP.NET WebAPI,.NET,http://www.asp.net/web-api,"ASP.NET Web API is a framework that makes it easy to build HTTP services that reach a broad range of clients, including browsers and mobile devices. ASP.NET Web API is an ideal platform for building RESTful applications on the .NET Framework.",1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
233,NancyFX,.NET,http://nancyfx.org/,"Lightweight, low-ceremony, framework for building HTTP based services on .Net and Mono",1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
234,Service Stack,.NET,https://servicestack.net/,1 framework for all your services and web apps that's intuitive and Easy-to-use! Never read another text-book to learn another heavy .NET framework again!,1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
235,Quartz.NET,.NET,http://www.quartz-scheduler.net/,"Quartz can be used to create simple or complex schedules for executing tens, hundreds, or even tens-of-thousands of jobs; jobs whose tasks are defined as standard Java components that may execute virtually anything you may program them to do. The Quartz Scheduler includes many enterprise-class features, such as support for JTA transactions and clustering.",1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
238,Xunit,.NET,https://github.com/xunit/xunit,"xUnit.net is a free, open source, community-focused unit testing tool for the .NET Framework.",1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
239,Stripes,Java,https://stripesframework.atlassian.net/wiki/display/STRIPES/Home,"Stripes is a Java web framework that makes web development as easy as it should be. It requires zero external configuration beyond the registration of one servlet and one filter. Stripes includes simple yet powerful solutions to common problems such as indexed properties, multi-event forms, localization and use of domain objects in the web tier. All of this in a compact framework with hardly any dependencies!",1,10/23/15,http://planlodge.com/techconsume/recipientimages/empty-avatar.jpg
